"ID","r","rw","rx","rwc","rwx","rwxc","label","category","sample"
624,69,71,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
625,85,82,32,25,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
626,69,71,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
627,69,73,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
628,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
629,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
630,165,133,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
631,69,71,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
632,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
633,69,72,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
634,165,134,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
635,165,134,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
636,165,133,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
637,98,84,36,23,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
638,165,133,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
639,69,73,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
640,69,73,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
641,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
642,165,134,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
643,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
644,165,134,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
645,69,72,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
646,165,134,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
647,165,131,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
648,69,74,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
649,165,133,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
650,69,73,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
651,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
652,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
653,69,73,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
654,165,134,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
655,165,134,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
656,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
657,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
658,165,134,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
659,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
660,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
661,165,134,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
662,165,133,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
663,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
664,69,73,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
665,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
666,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
667,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
668,69,73,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
669,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
670,165,132,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
671,165,132,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
672,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
673,69,73,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
674,83,88,33,27,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
675,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
676,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
677,165,132,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
678,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
679,165,133,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
680,69,73,26,28,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
681,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
682,165,134,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
683,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
684,105,101,44,29,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
685,165,133,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
686,165,135,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
687,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
688,67,63,29,23,6,0,"M","Katyusha","M_Katyusha_katyusha.json"
689,165,134,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
690,165,133,73,29,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
691,119,87,43,25,7,0,"M","Katyusha","M_Katyusha_katyusha.json"
692,83,88,33,27,5,0,"M","Katyusha","M_Katyusha_katyusha.json"
693,62,58,18,21,48,0,"M","LegionLocker","M_LegionLocker_bc016ebc1751fe99de886be19c2c3e0baefe69cb046b10838cb15bcff3c7e603.exe.json"
694,71,74,28,23,8,1,"M","LegionLocker","M_LegionLocker_c7c2bb08529df1ea16244dfed79a60c039426c69823ee24731213011460ee82d.exe.json"
695,200,616,87,41,6,0,"M","LockBit","M_LockBit_95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf.exe.json"
696,186,585,80,34,6,0,"M","LockBit","M_LockBit_95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf.exe.json"
697,11,7,2,3,3,0,"M","LockBit","M_LockBit_95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf.exe.json"
698,55,58,15,25,42,0,"M","LockBit","M_LockBit_95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf.exe.json"
699,85,75,26,27,60,0,"M","LockBit","M_LockBit_95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf.exe.json"
700,131,93,44,33,64,0,"M","LockBit","M_LockBit_95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf.exe.json"
701,33,45,10,17,52,0,"M","LockBit","M_LockBit_95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf.exe.json"
702,33,45,10,17,52,0,"M","LockBit","M_LockBit_95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf.exe.json"
703,96,81,30,30,60,0,"M","LockBit","M_LockBit_95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf.exe.json"
704,115,93,49,29,29,0,"M","Locky","M_Locky_Locky.json"
705,153,131,66,31,29,0,"M","Locky","M_Locky_Locky.json"
706,51,57,14,25,42,0,"M","Locky","M_Locky_Locky.json"
707,68,61,26,21,5,0,"M","LucyLocker","M_LucyLocker_86e0eac8c5ce70c4b839ef18af5231b5f92e292b81e440193cdbdc7ed108049f.bin.json"
708,131,92,44,33,64,0,"M","Makop","M_Makop_c34d0660da24b48480de58aaa394bd27f5a5b1ed9249d897ca4dde70312a87ec.exe.json"
709,121,108,49,37,7,0,"M","Makop","M_Makop_c34d0660da24b48480de58aaa394bd27f5a5b1ed9249d897ca4dde70312a87ec.exe.json"
710,55,59,15,25,42,0,"M","Makop","M_Makop_c34d0660da24b48480de58aaa394bd27f5a5b1ed9249d897ca4dde70312a87ec.exe.json"
711,85,74,26,27,60,0,"M","Makop","M_Makop_c34d0660da24b48480de58aaa394bd27f5a5b1ed9249d897ca4dde70312a87ec.exe.json"
712,96,81,30,30,60,0,"M","Makop","M_Makop_c34d0660da24b48480de58aaa394bd27f5a5b1ed9249d897ca4dde70312a87ec.exe.json"
713,69,65,26,23,5,0,"M","Mamba","M_Mamba_131.exe.json"
714,66,68,25,26,5,0,"M","Maoloa","M_Maoloa_d7f19de8eb2461c635c0170448a58a1ec6e6de014b4410883f87d0b5d7868e65.exe.json"
715,75,70,29,25,6,1,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
716,69,71,26,28,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
717,45,59,18,22,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
718,70,67,21,26,58,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
719,69,74,26,28,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
720,71,67,27,24,6,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
721,69,71,26,28,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
722,91,77,37,24,6,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
723,71,67,27,24,6,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
724,69,71,26,28,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
725,69,71,26,28,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
726,66,73,25,28,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
727,45,59,18,22,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
728,86,76,33,27,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
729,71,67,27,24,6,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
730,73,69,28,24,6,1,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
731,45,59,18,22,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
732,70,60,21,25,58,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
733,91,77,37,24,6,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
734,91,80,37,24,6,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
735,91,77,37,24,6,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
736,69,71,26,28,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
737,73,69,28,24,6,1,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
738,45,59,18,22,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
739,45,59,18,22,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
740,45,59,18,22,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
741,73,69,28,24,6,1,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
742,73,69,28,24,6,1,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
743,91,77,37,24,6,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
744,69,73,26,28,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
745,91,80,37,24,6,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
746,84,75,32,26,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
747,45,59,18,22,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
748,91,80,37,24,6,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
749,69,71,26,28,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
750,75,70,29,25,6,1,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
751,73,69,28,24,6,1,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
752,70,67,21,26,58,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
753,45,59,18,22,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
754,45,59,18,22,5,0,"M","Matrix","M_Matrix_5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6.exe.json"
755,71,67,27,24,6,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
756,71,67,27,24,6,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
757,91,80,37,24,6,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
758,71,67,27,24,6,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
759,75,70,29,25,6,1,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
760,45,59,18,22,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
761,126,136,51,33,6,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
762,69,71,26,28,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
763,69,74,26,28,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
764,66,73,25,28,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
765,45,59,18,22,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
766,70,67,21,26,58,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
767,86,76,33,27,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
768,45,59,18,22,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
769,69,71,26,28,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
770,91,77,37,24,6,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
771,91,77,37,24,6,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
772,69,75,26,28,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
773,69,71,26,28,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
774,91,77,37,24,6,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
775,45,59,18,22,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
776,69,73,26,28,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
777,45,59,18,22,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
778,73,69,28,24,6,1,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
779,69,71,26,28,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
780,84,75,32,26,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
781,73,69,28,24,6,1,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
782,75,70,29,25,6,1,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
783,69,71,26,28,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
784,70,60,21,25,58,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
785,45,59,18,22,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
786,70,67,21,26,58,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
787,91,80,37,24,6,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
788,45,59,18,22,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
789,69,71,26,28,5,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
790,75,70,29,25,6,1,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
791,73,69,28,24,6,1,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
792,70,67,21,26,58,0,"M","Matrix","M_Matrix_7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf.exe.json"
793,72,72,28,24,5,0,"M","Matsnu","M_Matsnu_Matsnu-MBRwipingRansomware_1B2D2A4B97C7C2727D571BBF9376F54F_Inkasso Rechnung vom 27.05.2013 .com_.json"
794,10,10,3,4,4,0,"M","Matsnu","M_Matsnu_Matsnu-MBRwipingRansomware_1B2D2A4B97C7C2727D571BBF9376F54F_Inkasso Rechnung vom 27.05.2013 .com_.json"
795,63,65,24,21,6,0,"M","Matsnu","M_Matsnu_Matsnu-MBRwipingRansomware_1B2D2A4B97C7C2727D571BBF9376F54F_Inkasso Rechnung vom 27.05.2013 .com_.json"
796,98,83,37,36,0,0,"M","MountLocker","M_MountLocker_e435a95489a4ebdfdc12031091f92a7f9c5e3f6cc9b55355ee4030d82553e9ac.exe.json"
797,77,66,28,18,0,0,"M","MountLocker","M_MountLocker_e435a95489a4ebdfdc12031091f92a7f9c5e3f6cc9b55355ee4030d82553e9ac.exe.json"
798,133,145,49,49,1,0,"M","MountLocker","M_MountLocker_e435a95489a4ebdfdc12031091f92a7f9c5e3f6cc9b55355ee4030d82553e9ac.exe.json"
799,74,63,22,22,62,0,"M","MountLocker","M_MountLocker_e435a95489a4ebdfdc12031091f92a7f9c5e3f6cc9b55355ee4030d82553e9ac.exe.json"
800,85,74,26,27,61,0,"M","MountLocker","M_MountLocker_e435a95489a4ebdfdc12031091f92a7f9c5e3f6cc9b55355ee4030d82553e9ac.exe.json"
801,236,210,82,60,61,0,"M","Mydoom","M_Mydoom_1fb613ee3b0e7f96f5dea029aae31b86340b0724e88f84a76b386af84d1cf95c.exe.json"
802,92,104,28,34,55,0,"M","Nemty","M_Nemty_511fee839098dfa28dd859ffd3ece5148be13bfb83baa807ed7cac2200103390.exe.json"
803,54,52,15,20,42,0,"M","None","M_None_ee06c557f1acd5c4948b1df0413e49f3885f8ac96185a9d986b91a1231444541.dll.json"
804,99,86,39,29,5,0,"M","None","M_None_ee06c557f1acd5c4948b1df0413e49f3885f8ac96185a9d986b91a1231444541.dll.json"
805,54,52,15,20,42,0,"M","NotPetya","M_NotPetya_027cc450ef5f8c5f653329641ec1fed91f694e0d229928963b30f6b0d7d3a745.json"
806,99,85,39,29,6,0,"M","NotPetya","M_NotPetya_027cc450ef5f8c5f653329641ec1fed91f694e0d229928963b30f6b0d7d3a745.json"
807,119,128,47,40,7,0,"M","Pojie","M_Pojie_82385c5627675bb1a2f760238c766d1b8d3c31e109e067334959c084d62e5d55.exe.json"
808,92,102,36,34,7,0,"M","Pojie","M_Pojie_82385c5627675bb1a2f760238c766d1b8d3c31e109e067334959c084d62e5d55.exe.json"
862,103,90,42,30,8,0,"M","Clop","M_Clop_389e03b1a1fd1c527d48df74d3c26a0483a5b105f36841193172f1ee80e62c1b.exe.json"
