ID,NAME,DATEADDED,LOCATION,MD5_HASH,SHA256_HASH,CUCKOO_ID,MALICIOUS,DOWNLOADED,CATEGORY
1,AOMEIBackupperStd.exe,2021-08-26 21:22:23,AOMEIBackupperStd.exe,1fbd09ef16e2f4198b5451df9b107c58,3693170769dc0d750792dbdcb48d6e9b54c80d2c92381de1e19a36954adc4995,39,0,1,utilities
2,audacity-win-3.0.4-x64.exe,2021-08-26 21:22:23,audacity-win-3.0.4-x64.exe,c75c9fc2eaca0b245d477f9e08555906,a22c925d16d9a811712e5bbe1b4206fd91cfe23ca8a8732083f02df9838c7c4b,40,0,1,music_video
3,blender-2.93.3-windows-x64.msi,2021-08-26 21:22:24,blender-2.93.3-windows-x64.msi,e8a406e22ecebeeea84c996e56f1d67f,454497648cd05d45f0f21ea55d5b8b644dbe6325f355a7aaea6189e2389acf32,41,0,1,graphics_pictures
4,DiscordSetup.exe,2021-08-26 21:22:25,DiscordSetup.exe,401f2cf9414801ebadf5a0b439bfb9f6,e825cf8e0b4db9797ca9e57191b01aab0c06536a24d08ec0a4767b5248a8526f,42,0,1,internet
5,dot11expert.exe,2021-08-26 21:22:25,dot11expert.exe,7db5401e2453d7e496adadc08a85d609,5152047d255536048ca06a7fe71c28f22b121036bfb86aa3d56e23f8c306fe10,43,0,1,utilities
6,driver_booster_setup.exe,2021-08-26 21:22:25,driver_booster_setup.exe,423aeaab469c0efa1743b0377946b2ba,21032d3dad9ab2a367e0d2918e47f25f073c07f975680238856fe5e9da2248ee,44,0,1,utilities
7,dumo_lite.exe,2021-08-26 21:22:25,dumo_lite.exe,2d05e6985da817992c6b8e1c35dcad0f,70a38f3c4567955c3fc57797289120c02dd3864b34968639cf8ca7bb1c215a7d,45,0,1,utilities
8,FocusWriter_1.7.6.exe,2021-08-26 21:22:25,FocusWriter_1.7.6.exe,6b301c2b5bccf7ea15a81b25dfd7581e,54bcb2eb906e05451c52dbffc0a2b12de5d3b3df99e836e6e7f403bc982ce445,46,0,1,internet
9,gimp-2.10.24-setup-3.exe,2021-08-26 21:22:26,gimp-2.10.24-setup-3.exe,8cf9ee41cc3792e6f28011e4f58c442b,5e9eabe5739523a9fc347b4614d919418f3335e7aab082a65f71705421e85e04,47,0,1,graphics_pictures
10,GoogleDriveSetup.exe,2021-08-26 21:22:28,GoogleDriveSetup.exe,176a5bc18435a003ead73dca1f0be28b,c659012843421859d869cdedf658f3176d16bc31ae3442656534f801121466a2,48,0,1,internet
11,HandBrake-1.4.1-x86_64-Win_GUI.exe,2021-08-26 21:22:28,HandBrake-1.4.1-x86_64-Win_GUI.exe,18202e4e36e7390f4d029f18cd0ff77d,fb0d2788f2bd9789e3ed5a533691d3e6fbea394e9435c3881f57613fe1ea8af1,49,0,1,music_video
12,hdde_lite.exe,2021-08-26 21:22:28,hdde_lite.exe,ee143858b7e8c695d7fb424f38df18c8,e5a54187fdce5c40b612089a69122e045c9f05aff4ef90fafc912ad66c22b6c5,50,0,1,utilities
13,iobituninstaller.exe,2021-08-26 21:22:28,iobituninstaller.exe,795e7e593d7b469ba4cd63b656aca774,7dc91295d747ab12bdcf61ada908530a819cdbe4bb16f4c43544ffd646b4afa5,51,0,1,utilities
14,iTunes64Setup.exe,2021-08-26 21:22:29,iTunes64Setup.exe,0cc121657354066e276808ddefd32d8b,0f9beca9148f5ced1ab77b4024d462c54846c4b3e8a4e1dcbeff730b5e5c66c8,78,0,1,music_video
15,iview458_x64_setup.exe,2021-08-26 21:22:29,iview458_x64_setup.exe,354daacf9b6d1e122b1c0bf1e6854681,6bfdf8d92a937dde9d672b22e8864ab17fbe86a37b6cb2b4fa68e7bcb99c0861,53,0,1,internet
16,kcleaner_lite.exe,2021-08-26 21:22:29,kcleaner_lite.exe,f634e6c0c3a391f1093a8e12ee6fb5d4,c51cc4bea2316a8e06a61a94d23fb73d03927f8d2e0487e24c3d41d8d0bf21e1,77,0,1,utilities
17,kodi-19.1-Matrix-x64.exe,2021-08-26 21:22:30,kodi-19.1-Matrix-x64.exe,c390f6d282e2f5b97ad69eda523e40b7,ecbb43dad45d3442d3dec14c66429766f19ea86ac050ad86c2edd7e20313b4df,56,0,1,graphics_pictures
18,MusicBeeSetup_3_4_Update1.zip,2021-08-26 21:22:30,MusicBeeSetup_3_4_Update1.zip,264b2f0b6bb562a5ec0c8ba576292ad5,405010d8a387e20aa5754b14732f37008a7733e646aa9c4290cf8dcb53e4003f,57,0,1,music_video
19,MYKI-latest.exe,2021-08-26 21:22:30,MYKI-latest.exe,1f0b53e3813ae00049ef722eecb0c71e,14b48c99dfcd49a38dd02dc9ff48ca94f461cf3ab80bd565bac08235b5d7b532,58,0,1,utilities
20,npp.8.1.4.Installer.exe,2021-08-26 21:22:30,npp.8.1.4.Installer.exe,fe4f6dee19b89d2ac0f93aaa31dac028,eadefd67e95bef200b2506caf8b3c82e0ea6c3cf895936614ba442989a08db4e,59,0,1,development
21,phototofilm_lite.exe,2021-08-26 21:22:30,phototofilm_lite.exe,f5a530d46404c96df8df70e6e0ac53d3,c8bd313b747b22e15b61522157937fe237c65329a2cbaf387e3622d19b615336,60,0,1,graphics_pictures
22,PlexMediaServer-1.24.1.4931-1a38e63c6-x86.exe,2021-08-26 21:22:31,PlexMediaServer-1.24.1.4931-1a38e63c6-x86.exe,c622a61500a25a40bc187a1c55a0f42e,b85e2cc91662fca8b2cc9a5ee781e5445b92551c1a83998b620eccba6b85a520,61,0,1,music_video
23,portexpert_lite.exe,2021-08-26 21:22:31,portexpert_lite.exe,6bb80321cf087b21529d547322f683ec,8bc1f3f14d771081c8492be6ca9af0059435f6fa5711fb902296b692e232dd5c,62,0,1,utilities
24,ProtonVPN_win_v1.22.2.exe,2021-08-26 21:22:31,ProtonVPN_win_v1.22.2.exe,f907ac7d30e4b0bca813bb8d6adc1143,0c2a0c43bdef628d767a33b4d90895203288e34f46e201b667b7f5a5310369d0,63,0,1,utilities
25,ramexpert_lite.exe,2021-08-26 21:22:31,ramexpert_lite.exe,10e6a10161091c9ac394e2ce6968315f,6d2ae45d69550a3ebd8a0739339b42ab10d003854e477ce3ddd5467f43f10bfe,64,0,1,utilities
26,readerdc_en_xa_crd_install.exe,2021-08-26 21:22:31,readerdc_en_xa_crd_install.exe,0a7809af9a8d0d954044b24e5bd90431,7131b42f18eb8439bc9adb430311f04f3e9307c63e995d082eb020c41235efa5,65,0,1,office
27,signal-desktop-win-5.14.0.exe,2021-08-26 21:22:31,signal-desktop-win-5.14.0.exe,8a402cb97e5bc7380e48c441433076ad,d571dd4f8020b2f9174d70aefe16c7d17baef00da0baca750876520a487688f7,66,0,1,office
28,sumo_lite.exe,2021-08-26 21:22:31,sumo_lite.exe,8614f18650fe7b1c5e83579aa2d351e7,b0a46de0421ad33dac7e36599098ea9aba2cb0bddf32f8d8231d6f582351068e,67,0,1,utilities
29,TeamViewer_Setup_x64.exe,2021-08-26 21:22:32,TeamViewer_Setup_x64.exe,4159dfcaec2e2d6ff39830ccb702145d,776d8668d9c14c557a327b268bffcf872389eaa0c7fdb8feea2fab5b245df4e5,68,0,1,internet
30,teracopy.exe,2021-08-26 21:22:32,teracopy.exe,a239dd732bbde581f4255fcda1c24503,401870777b39b6ffbfd5ec96ae79470e9caf2d2b5526927100dd91e87b3228ee,69,0,1,utilities
31,tsetup-x64.2.9.2.exe,2021-08-26 21:22:32,tsetup-x64.2.9.2.exe,60fb0d944d9623e0b939e976ad340fdf,a70d1ee489dd50552fc6d892d7abf3f7e869cd9d94b7c03daeb7b7b8f175c5eb,70,0,1,utilities
32,uTorrent.exe,2021-08-26 21:22:32,uTorrent.exe,8d0124a14d7620023eeb21ad773f14c0,41b0ebfe8bd3341b87e354c8ce536febd589c00019267f3d40d10e5f44ffc2d7,71,0,1,utilities
33,videoinspector_lite.exe,2021-08-26 21:22:32,videoinspector_lite.exe,43ab8507b23c83a257cf46dd5fc7bc49,091c92961184fd833ef4b86120412265a244ebac908d7b185050bcb0ece5dfc9,72,0,1,music_video
34,WhatsAppSetup.exe,2021-08-26 21:22:33,WhatsAppSetup.exe,812b297d916b4c0663427dc5d2f3c738,fa36bf47c2b2cca5b34fec5630bda6ef19af5a0a6d7ed4eb632d33709de9021d,73,0,1,music_video
35,winrar-x64-602.exe,2021-08-26 21:22:33,winrar-x64-602.exe,363f4147b4ea94d06303c8c93b03ffc8,d41ed4b4de255bee35f93372d023203c9a43694ef88a759ad61b41dfbd0f345d,74,0,1,utilities
36,XnConvert-win-x64.exe,2021-08-26 21:22:33,XnConvert-win-x64.exe,d097fdfcb07fdd0ec38f700930ed0219,ca5bd76f04af7786b20e880e5752d7c670cd473c66788837d824e036e1c8e12e,75,0,1,utilities
39,Magnification_Virtual Magnifying Glass Portable.exe,2021-10-04 12:32:14,Magnification_Virtual Magnifying Glass Portable.exe,368772f35fc7ba75f1e11b40fe2353c5,91fa08fc4d0bde8a61ff89d9ef544dd8308ec00b3281169226c854f0545c1024,251,0,1,accessibility
40,Screen Reader_NVDA Portable.exe,2021-10-04 12:32:15,Screen Reader_NVDA Portable.exe,afcb643cf80a28f73df6f9b3adc683f2,106eee94b1b2c1011f49337194f2e0b2ba83ab7335229c8f9db0b64b727d4d43,252,0,1,accessibility
41,Text-to-Speech (TTS)_Balabolka Portable.exe,2021-10-04 12:32:16,Text-to-Speech (TTS)_Balabolka Portable.exe,390b51cbf44d45ef817c5ef3348e17a1,b3c0e0d0cbbbe63c9b9f9f4b0bd98986a67b2ddbf2eb219889426d7d8a656cdf,253,0,1,accessibility
42,Text-to-Speech (TTS)_DSpeech Portable.exe,2021-10-04 12:32:16,Text-to-Speech (TTS)_DSpeech Portable.exe,7a4bd133a52380dde5444a6c94065bd2,30e148de260094fa9efc09a8596bbedc3ee76b438c1e7640c01b1128e6528c17,254,0,1,accessibility
43,Typing Assistance_Dicom Portable.exe,2021-10-04 12:32:16,Typing Assistance_Dicom Portable.exe,10be1c1ae21791b9163e357b53bcebb3,71de854321ef0bc934efcde0511b6eb9b7ac978f711cf57e5ccbfd662a1a9160,255,0,1,accessibility
44,Typing Assistance_On-Screen Keyboard Portable.exe,2021-10-04 12:32:16,Typing Assistance_On-Screen Keyboard Portable.exe,a6c7acb9e2a43f1ade8041f8f61a47b2,fcaeb485b06c35fed924de260d740790207974062738817ed1db6ed54ba5963e,256,0,1,accessibility
45,Text-to-Speech (TTS)_Balabolka Portable.exe,2021-10-04 13:46:43,Text-to-Speech (TTS)_Balabolka Portable.exe,ded28ec1b67aeddcf6e1f499a7571803,aadc0f71c86a7bc5b67a353d884531e516acdb94167ae28b04a1dd6d87e51a8e,257,0,1,accessibility
46,Code Analysis_Cppcheck Portable.exe,2021-10-04 13:46:48,Code Analysis_Cppcheck Portable.exe,e5cd6278c7dc0c82942dea991887da50,2f568e2e724708403cdb457c348fa4419311a3333b4665df9d1e6c0e9797904b,258,0,1,development
47,Database_Database Browser Portable.exe,2021-10-04 13:46:52,Database_Database Browser Portable.exe,e172570dbc8038ab1fb1cb2ec5b4910e,0d0643545ba7b08d989b5fe84fe6c726357472267b74b645b7bb158fab0727c5,259,0,1,development
48,Database_DB Browser for SQLite Portable.exe,2021-10-04 13:46:56,Database_DB Browser for SQLite Portable.exe,b8f232781b74b2da4fded4a679347b39,a597b791949c260e31908d00bde474cbb4b16d55120be92ee6e0d7c08be56809,260,0,1,development
50,Database_Q-Eye Portable.exe,2021-10-04 13:46:57,Database_Q-Eye Portable.exe,e0fa0c7f2580dbf86ce688901b091180,3bd4e2758613fe1eb697c4ea90e8fc58d258ee6ac49c0e2db1c6f296c6248401,262,0,1,development
52,Astronomy_Stellarium Portable.exe,2021-10-04 13:47:15,Astronomy_Stellarium Portable.exe,45770a942376098d4256506ff71cf01c,ae5e8ac8a49c040eb4bb0210c4b11067dce91b6007f52f1b8748bead1fccab4d,264,0,1,education
53,Auditory_Solfege Portable.exe,2021-10-04 13:47:16,Auditory_Solfege Portable.exe,b2bc134b92c1783ace32f3a12253834b,0d6fecb5168e0a2b19efad95dd03f4ee2830e6f2302da086f9499241fa1c3f83,265,0,1,education
54,Dictionaries and Thesauruses_Artha Portable.exe,2021-10-04 13:47:17,Dictionaries and Thesauruses_Artha Portable.exe,c94a2672563f7bbbab7a69b5565e56fa,beafa7dcd542cb7ac4136faa8675c736cc01ef8f5c7ca2a53d98643c4e6d52ba,266,0,1,education
55,Dictionaries and Thesauruses_GoldenDict Portable.exe,2021-10-04 13:47:18,Dictionaries and Thesauruses_GoldenDict Portable.exe,5b8f229caff988da195479f8dcba73d6,f34671c31b5f00bfed0608055d42763ab56e4bb3b881c80b29b682243174a632,267,0,1,education
56,Action Games_AssaultCube Portable.exe,2021-10-04 13:47:19,Action Games_AssaultCube Portable.exe,1524178464787c3c1fbddb69aa89f51d,ee69217202a66a518a688980e55ab2bd278fe46ad47461cf2a6eeef353d5e9e9,268,0,1,games
57,Action Games_Sauerbraten (Cube 2) Portable.exe,2021-10-04 13:47:59,Action Games_Sauerbraten (Cube 2) Portable.exe,5e596e8dffd2450f92fb605887693f58,e2120b5fda75e8c12bf111c124e958775e9acf873613224f814943248114c037,269,0,1,games
59,Adventure Games_ADR Portable.exe,2021-10-04 13:48:39,Adventure Games_ADR Portable.exe,7df08265832369f49bc4f71991a3c664,c7f8dff947a7b9924379657c8ae5ee0c1c13da5cf6f23e8d2c7b2127e1bbaae5,271,0,1,games
60,Adventure Games_BYOND Portable.exe,2021-10-04 13:48:39,Adventure Games_BYOND Portable.exe,9bbfe5f00fc1ad03dce2d0bf3f366720,67e3ed9be871a9d5198b4da03f72f501d712dffc2a5d4fb48383eb443cb3838b,272,0,1,games
63,Diagramming_Dia Portable.exe,2021-10-04 13:49:13,Diagramming_Dia Portable.exe,c4f9f9c8d6877e737077b22cd05db9d0,bce1ed398778cf02adb51f5e763c95a58f559719ed1c5adce97d26a7d3b1cd39,275,0,1,graphics_pictures
64,Diagramming_Pencil Project Portable.exe,2021-10-04 13:49:18,Diagramming_Pencil Project Portable.exe,ee6ff7b8c6272cb8556fbbf5b06bff57,ec69550759bd974bd1cc62948abad524495407dee05e8f25262af76e8224e6d7,276,0,1,graphics_pictures
65,Drawing and Animation_Pencil2D Portable.exe,2021-10-04 13:49:22,Drawing and Animation_Pencil2D Portable.exe,ba53b8dc00e39bdcdc19de6f76361124,2ea1962d40b26d4222a933dadd169ab4e04085c7182418a3c888e92e4dd3c631,277,0,1,graphics_pictures
66,Browsers_Falkon Portable.exe,2021-10-04 13:49:27,Browsers_Falkon Portable.exe,abcbee4bd2387b112f2d34bb6de422fd,5fb73cab11fb33d8f45952382025414244fe9aa41547f25267e93aeb564c9aa9,278,0,1,internet
67,Browsers_Google Chrome Portable.exe,2021-10-04 13:49:27,Browsers_Google Chrome Portable.exe,75544fe10ad1a741914f89c4fa29c3f4,9eb1e96ec0ed2df808632d7fdf3f74d64fffd66c7df12039d06ad48aee2c1816,279,0,1,internet
68,Browsers_Iron Portable.exe,2021-10-04 13:49:33,Browsers_Iron Portable.exe,9588a15d6b671717464efd71ea20448b,97ad66864b4c46150a8cf831ef8883f26194368e8400df7c261f2c67e933836a,280,0,1,internet
69,Browsers_K-Meleon Portable.exe,2021-10-04 13:49:37,Browsers_K-Meleon Portable.exe,5fb8e42b02a5cc45a3fbfeac7e1a2665,e6c5bf1dadd802f046f9fedef4cc58ff67bba546f753b609d76bcb63df9ad234,281,0,1,internet
70,Browsers_Links Portable.exe,2021-10-04 13:49:41,Browsers_Links Portable.exe,e49134eca1c78a06008c9aea35494953,5e38c5f5b01be72088ad32f11d50ce75de2738e550fcd07ca62d77d0ab813836,282,0,1,internet
71,Audio Editors & Converters_Audacity Portable.exe,2021-10-04 13:49:45,Audio Editors & Converters_Audacity Portable.exe,e178748a06692f16d4234354ce5ecc94,a00cff495114cc94c7eedf2aab9488b719d48c7f912bc3db41e2f0646db4a28f,283,0,1,music_video
72,Audio Editors & Converters_CDex Portable.exe,2021-10-04 13:49:45,Audio Editors & Converters_CDex Portable.exe,501542302ecb73d211da9520dcc3ea97,68be6c2af604cd3ec127d0323ce9f831c3ca03dcdac4bf47c85db7055913fe8d,284,0,1,music_video
73,Books_calibre Portable.exe,2021-10-04 13:49:51,Books_calibre Portable.exe,91293ff1272d858dba3f27bd3aa733ac,d7a1fd28efc9049a6468cae6a58cbdd46d1a50f14fbc6ef9c92efdb6a5af4748,285,0,1,office
74,Books_Sigil Portable.exe,2021-10-04 13:49:58,Books_Sigil Portable.exe,7bdb83445d70b0d001971880320b5db6,33d9dfcc680adaac32e6b3ac6b3f707b0165d7667166f04594831840c605de39,286,0,1,office
75,Calculators_SpeedCrunch Portable.exe,2021-10-04 13:49:59,Calculators_SpeedCrunch Portable.exe,2e8032f070df8f08609c07b96dfa4d05,505b6336fa1174b3847f025af6f391ecdb91203fac040f26ba2c3de8af13d824,287,0,1,office
76,Cryptocurrency_Bitcoin Core Portable.exe,2021-10-04 13:50:03,Cryptocurrency_Bitcoin Core Portable.exe,c3dc86a0db9bf736e0ce038d9de402ec,730dc4e149b0cd8298372da70daadc7ee5cbf6d7792271ef3f621886363acce8,288,0,1,office
77,Cryptocurrency_Dogecoin Core Portable.exe,2021-10-04 13:50:08,Cryptocurrency_Dogecoin Core Portable.exe,7cef4ed66759d833483433e535fb06c5,d73ac2935998a06f3520f4ae19d1224f578baadcebfce8d5e36cbbea754a6f74,289,0,1,office
78,Antivirus & Antispyware_ClamWin Portable.exe,2021-10-04 13:50:11,Antivirus & Antispyware_ClamWin Portable.exe,690dadae3d41f4bc53b68868cc89199d,2b73c3d65e25ec0990d3b25c909c1c79ee5141287a8d35ebe85b2a01435b5c60,290,0,1,security
79,Antivirus & Antispyware_Emsisoft Emergency Kit Portable.exe,2021-10-04 13:50:26,Antivirus & Antispyware_Emsisoft Emergency Kit Portable.exe,407ba3b3d4722ec4d9d8383e4c7cf174,70178894cbd992c720442e25008d3929e219f321ca90fd4fcf3fbce919028b39,291,0,1,security
80,Antivirus & Antispyware_HijackThis Portable.exe,2021-10-04 13:50:27,Antivirus & Antispyware_HijackThis Portable.exe,e098ecbcb99e5b7bc5675bfe744d2c77,4a84950e441ae73e9469703d0309881d6afd866f398f3f04ad6bdf6cedc7207b,292,0,1,security
81,Antivirus & Antispyware_Kaspersky TDSSKiller Portable.exe,2021-10-04 13:50:27,Antivirus & Antispyware_Kaspersky TDSSKiller Portable.exe,cf314824478dd872a38d343fe9b22d4f,1b813c2d2c2d32ca69a9cea279dccf420199cab873a562741059eafb1795b236,293,0,1,security
82,Antivirus & Antispyware_McAfee Stinger Portable.exe,2021-10-04 13:50:28,Antivirus & Antispyware_McAfee Stinger Portable.exe,9ec9e09657a6bca5d638e47bf6c2a681,bd6762b8694bdf2f639aa9f9c31038a6e73e95a1f47845ce7e759c5f84c673e9,294,0,1,security
83,Disk Tools_CrystalDiskInfo Portable.exe,2021-10-04 13:50:29,Disk Tools_CrystalDiskInfo Portable.exe,c76340bf965d4288e0a7eb674e66396f,94b915275a4b3edc568b45d603ca0cc30f179b1d7e968e876fe65b9fc501217f,295,0,1,utilities
84,Disk Tools_CrystalDiskMark Portable.exe,2021-10-04 13:50:31,Disk Tools_CrystalDiskMark Portable.exe,aaae6479db7d475251cf8b3bb7e7a8ad,ce30b43c65403cc0b6e91f082ad4d3c69dca2f726b87024fc0f9a148871c8d9a,296,0,1,utilities
85,Disk Tools_dfgPortable.exe,2021-10-04 13:50:31,Disk Tools_dfgPortable.exe,415f63b02f02a3ef3a5e439a48ae3b23,2026d94d25d0cd10d7d43bf60b91f45f8b728af2afab195f2d3d5456390c53f6,297,0,1,utilities
86,Disk Tools_HDHacker Portable.exe,2021-10-04 13:50:31,Disk Tools_HDHacker Portable.exe,d360ac4339aa2709a8352e9dbc44efbe,22e67fb02edbb758cf7e2f9efce2313065fd5f297452fe8b66d0f428da140021,298,0,1,utilities
87,Packaging_NSIS Portable.exe,2021-10-04 14:34:25,Packaging_NSIS Portable.exe,d31b2b75a8a3898ba8ba177a8473286a,87dfe3e93b33cfde6954cb12de4856acbede6233d4259135082fc3b0bc96f596,299,0,1,development
88,Packaging_PortableApps.com Installer.exe,2021-10-04 14:34:27,Packaging_PortableApps.com Installer.exe,c348258db53f4e1923622552496eee38,789a596a8459d8301b4e94157cc2ab4a92008d348d73726c9d3b0d0635753db1,300,0,1,development
89,Portablization_PortableApps.com Launcher.exe,2021-10-04 14:34:29,Portablization_PortableApps.com Launcher.exe,4de7c5c68e94166c3f4a6a67fc7cf94e,ad6426eb3b682f60accc952fe0bb9675651fa841d40f28f35dbab1cfd2063b87,301,0,1,development
90,Programming Environment_SWI-Prolog Portable.exe,2021-10-04 14:34:32,Programming Environment_SWI-Prolog Portable.exe,6721a5050f458dec5760ed4e9fc3ac8b,c923c6c974615a140ec6e99a99ad6b2981747de1c1d430443d93ba417154268a,302,0,1,development
91,Servers_XAMPP.exe,2021-10-04 14:34:32,Servers_XAMPP.exe,dd6a6c7cdffd3a87b19a14c7bf04b0ae,669e28e939116f4e8d8c27029d95da8d4813031870ba5573dde41bd7cf1d1e51,303,0,1,development
92,Image Editors_AniFX Portable.exe,2021-10-04 14:37:00,Image Editors_AniFX Portable.exe,6b5cf21b220cdb4d9123dade8fc16649,7273b36204070147bf7a9c8db8a40fd346b506d2ec60ee6894c30363c27fa8ff,304,0,1,graphics_pictures
93,Image Editors_Caesium Portable.exe,2021-10-04 14:37:01,Image Editors_Caesium Portable.exe,e1aed1fbc9e6c0726c72d107f70adab4,7a66aab47188b428361a72f5052b655c111c0e305eb298bb9640154a031fc8a5,305,0,1,graphics_pictures
94,Image Editors_FastStone Capture Portable.exe,2021-10-04 14:37:01,Image Editors_FastStone Capture Portable.exe,b1af7b032a6cd1e802d21ca85ba18e16,02fbe8da231fdb22f90cabbac810f5346a46a05414ebc23282b83eed97fd454b,306,0,1,graphics_pictures
95,Image Editors_Fotografix Portable.exe,2021-10-04 14:37:01,Image Editors_Fotografix Portable.exe,ba7b3728633b0fc1b4f3f0bc92ac7b92,ef0a80a7e5a111cdb88a734183f0e92ed04b4e47009642d496ddcc57c5ad4ea0,307,0,1,graphics_pictures
96,Image Editors_FotoSketcher Portable.exe,2021-10-04 14:37:02,Image Editors_FotoSketcher Portable.exe,4f488f08cc0ed30c2722185d01d0877f,dafdf6ef069cf4718fcbab302a529df46323b72ea8c145a1c6275309cf696393,308,0,1,graphics_pictures
97,Cryptocurrency_Litecoin Core Portable.exe,2021-10-04 14:37:52,Cryptocurrency_Litecoin Core Portable.exe,93518bdf07ea1949454594d155771dab,9e218ad3415dcf778cbd9c79ad557548b573153b7d12762ab8806c8c8531faca,309,0,1,office
98,Desktop Publishing_Scribus Portable.exe,2021-10-04 14:37:59,Desktop Publishing_Scribus Portable.exe,12a5a8c8b12fa61d98da7edb7038b148,306b8dc4ba2c1ba677aae7692db4ec37da1511ec71f1efa0e78f5436122cdb1f,310,0,1,office
99,Document Viewers_Evince Portable.exe,2021-10-04 14:38:01,Document Viewers_Evince Portable.exe,228621dbab1d0039a185484143cb86ed,02bcd2ea3533074f40c1ddc2613c507442f96ccb09d3fedb7d2278d0d5e018ab,311,0,1,office
100,Document Viewers_Foxit Reader Portable.exe,2021-10-04 14:38:12,Document Viewers_Foxit Reader Portable.exe,43218ae6f9081c9a6ddffc55701bd924,6b6b5259d6adefd101d3000d3950923362e68b286d37b34af94cd54b93a0a995,312,0,1,office
